,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,COLE_NATURALEZA,COLE_BILINGUE,COLE_CARACTER,COLE_AREA_UBICACION,COLE_JORNADA,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_GLOBAL,CALIFICACION
150,0,5,2,2,1,1,1,1,1,1,0,1,2,0,1,2,0,0,1,2,1,69,68,68,68,79,345,GANO
151,0,4,2,3,1,1,1,1,1,1,0,1,2,1,0,2,0,0,1,2,5,59,51,55,57,66,282,GANO
154,0,4,2,3,1,1,1,1,1,1,0,0,0,1,4,2,0,0,1,2,5,67,58,61,68,80,324,GANO
155,0,3,2,3,1,1,1,1,1,0,1,0,0,1,4,1,0,0,1,2,5,59,69,64,60,74,319,GANO
156,0,3,3,4,1,1,1,1,1,1,1,0,2,2,0,1,0,0,3,1,5,52,58,62,54,64,285,GANO
157,0,2,3,3,1,1,1,1,1,1,0,1,1,1,1,3,0,1,1,2,5,79,57,70,74,81,354,GANO
158,0,4,2,3,1,0,1,1,1,1,0,1,3,1,2,3,0,0,1,2,5,68,75,70,72,76,358,GANO
160,0,3,3,3,1,1,1,1,1,0,0,1,0,1,4,3,0,0,1,2,1,50,44,44,34,47,217,REGULAR
162,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,3,0,0,1,2,1,43,48,44,30,48,209,REGULAR
164,0,6,2,3,1,1,1,1,1,1,0,1,3,2,1,2,0,1,1,2,5,73,80,73,73,87,378,GANO
165,0,6,2,3,1,1,1,1,1,1,0,1,2,1,0,3,0,1,1,2,5,67,65,55,48,80,302,GANO
167,0,3,2,2,1,0,1,1,0,1,0,0,2,1,1,2,0,0,1,2,1,57,53,61,60,53,287,GANO
169,0,4,2,3,1,1,1,1,1,1,0,1,3,1,1,2,0,0,1,2,5,68,72,72,70,70,352,GANO
171,0,2,2,3,1,1,1,1,1,1,0,1,0,1,0,1,0,0,3,2,1,63,59,51,36,50,260,GANO
172,0,5,3,4,1,1,1,1,1,1,0,1,2,2,0,2,0,0,1,2,5,56,62,59,64,66,303,GANO
173,0,3,2,3,1,1,1,1,0,1,0,1,3,1,2,3,0,0,1,2,1,61,69,65,64,70,326,GANO
174,0,3,3,3,1,1,1,1,1,1,1,0,3,1,0,1,0,0,1,2,1,62,57,47,53,56,274,GANO
175,0,1,2,2,0,1,0,1,0,0,0,0,0,1,0,1,1,0,3,2,3,51,60,46,41,49,247,REGULAR
176,0,6,2,3,1,1,1,1,1,1,0,1,0,2,4,1,0,0,1,2,1,53,48,44,46,61,244,REGULAR
177,0,2,3,3,1,1,1,1,0,1,0,0,2,1,2,2,0,0,2,2,1,60,58,58,67,53,301,GANO
178,0,6,2,4,1,1,1,1,1,1,0,1,1,2,0,2,0,0,1,2,5,65,72,66,67,75,340,GANO
179,0,5,2,3,1,1,1,1,1,1,0,1,2,1,1,3,0,1,1,2,5,75,100,79,82,86,421,GANO
180,0,5,2,3,1,1,1,1,1,1,0,1,3,2,0,3,0,0,1,2,5,73,75,71,69,100,371,GANO
181,0,5,2,4,1,1,1,1,1,1,0,1,2,1,4,2,0,1,1,2,5,73,76,67,69,84,361,GANO
182,0,3,2,3,1,0,0,1,0,0,0,0,1,1,1,2,0,0,1,2,4,63,65,60,68,66,321,GANO
184,0,5,1,2,1,1,1,1,1,0,0,0,3,2,1,1,0,1,1,2,5,78,73,74,80,82,383,GANO
185,0,6,3,4,1,1,1,1,1,1,0,1,3,1,4,3,0,1,1,2,5,63,81,65,62,85,345,GANO
187,0,6,2,2,1,1,1,1,1,1,0,1,3,2,3,1,0,0,1,2,5,72,55,58,61,77,313,GANO
194,0,3,3,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,2,1,68,76,73,80,72,370,GANO
195,0,0,2,3,1,1,1,1,1,1,1,1,0,2,0,0,0,0,1,2,4,26,37,31,28,28,152,REGULAR
198,0,2,2,3,1,1,1,1,1,1,0,1,1,2,4,2,0,1,1,1,5,77,76,71,73,100,381,GANO
199,0,6,2,2,1,1,1,1,1,1,0,1,2,2,0,2,0,1,1,1,5,64,67,63,65,85,332,GANO
200,0,4,1,2,1,1,1,1,1,1,0,1,3,2,4,2,0,0,1,2,5,76,69,76,64,73,357,GANO
201,0,3,2,3,1,0,1,1,0,1,0,0,1,1,1,2,0,0,3,2,1,64,69,54,53,65,302,GANO
202,0,3,2,2,1,1,1,1,1,1,0,0,0,2,4,3,0,0,1,2,1,68,42,55,51,59,272,GANO
203,0,2,2,3,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1,2,1,60,58,49,46,54,267,GANO
204,1,3,2,3,1,1,1,1,1,1,0,0,2,1,2,3,0,0,1,2,5,67,81,75,77,75,375,GANO
205,0,3,1,2,1,1,1,1,1,1,0,1,2,2,1,3,0,0,1,2,1,56,50,49,51,42,254,GANO
206,0,4,2,3,1,1,1,1,1,1,1,0,1,2,2,3,0,0,1,2,1,55,44,33,40,45,216,REGULAR
207,0,2,2,3,1,1,1,1,1,0,1,1,0,2,0,3,0,0,1,2,4,52,51,55,51,56,263,GANO
209,0,3,2,3,1,1,1,1,1,1,1,1,2,1,1,3,0,0,1,2,1,57,49,53,57,55,270,GANO
211,0,4,2,4,1,1,1,1,1,1,0,1,2,2,1,3,0,0,1,2,1,49,54,49,47,60,253,GANO
212,0,2,2,3,1,1,1,1,1,1,0,0,3,1,0,3,0,0,1,2,1,65,82,70,67,74,356,GANO
219,0,5,2,3,1,1,1,1,1,1,0,1,3,2,4,3,0,0,1,2,5,71,69,71,67,76,350,GANO
220,0,3,2,2,1,1,1,1,1,1,0,1,2,1,1,2,0,0,1,2,5,62,74,68,66,76,341,GANO
221,0,2,3,3,1,1,1,1,0,0,1,1,3,2,1,2,0,0,3,2,1,74,66,62,63,76,335,GANO
223,0,6,2,3,1,1,1,1,1,1,0,1,2,1,1,3,0,1,3,2,5,68,77,73,71,81,365,GANO
224,0,2,2,3,1,1,1,1,1,0,0,1,1,1,4,1,0,0,3,2,1,50,57,54,50,54,264,GANO
225,0,4,2,3,1,1,1,1,1,1,0,1,2,1,4,2,0,0,1,2,5,68,76,71,68,72,354,GANO
226,0,5,1,2,1,1,1,1,1,1,0,1,2,2,0,3,0,0,1,2,5,76,79,72,71,86,377,GANO
227,0,3,2,2,1,1,1,1,1,1,1,1,0,2,0,3,0,0,1,2,1,55,59,56,41,47,262,GANO
228,0,3,2,3,1,1,1,1,1,1,0,0,3,1,0,2,0,0,3,2,1,64,50,54,50,62,275,GANO
230,1,0,3,3,1,0,0,0,0,0,0,0,2,1,1,0,1,0,1,2,3,30,29,40,36,35,169,REGULAR
231,0,5,2,3,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,2,5,61,61,58,53,77,298,GANO
232,0,6,3,4,1,1,1,1,1,1,1,1,3,2,2,2,0,1,1,2,5,72,66,52,44,76,299,GANO
233,0,5,2,3,1,1,1,1,1,1,0,1,1,2,1,2,0,0,1,2,5,69,53,52,65,77,305,GANO
234,0,5,3,3,1,1,1,1,1,1,0,0,1,1,4,3,0,1,1,2,5,69,70,62,55,81,327,GANO
240,0,6,2,3,1,1,1,1,1,1,0,1,2,1,2,3,0,1,1,2,5,74,58,60,57,79,318,GANO
244,0,4,2,3,1,1,1,1,1,1,0,1,2,1,0,3,0,0,1,2,5,78,73,67,70,81,363,GANO
247,0,2,3,2,1,1,1,1,1,0,1,0,0,1,1,3,0,0,2,2,1,61,57,55,42,60,271,GANO
248,0,2,3,3,1,1,1,1,1,1,1,0,0,0,4,3,0,0,2,2,1,54,66,60,56,58,295,GANO
249,0,3,1,2,1,0,1,1,1,0,0,0,0,1,1,2,0,0,1,2,1,74,77,73,76,75,375,GANO
250,0,3,1,2,1,1,1,1,1,1,1,1,0,2,0,1,0,0,1,2,1,69,60,56,59,57,303,GANO
251,0,6,3,4,1,1,1,1,1,1,0,1,2,2,0,3,0,1,1,2,5,61,69,61,55,77,313,GANO
252,0,6,2,2,1,1,1,1,1,1,0,0,3,2,1,1,0,1,1,1,5,64,64,69,80,86,353,GANO
253,0,6,2,4,1,1,1,1,1,1,1,1,2,2,0,2,0,1,1,1,5,65,72,59,58,82,325,GANO
254,0,6,5,1,1,1,1,1,1,1,1,1,1,2,2,2,0,1,1,1,5,65,69,62,60,83,327,GANO
255,0,6,2,3,1,0,1,1,1,1,0,1,2,0,3,3,0,0,1,1,5,71,79,78,75,86,383,GANO
256,0,6,2,2,1,1,1,1,1,1,1,1,1,2,0,2,0,0,1,1,5,74,78,79,82,82,393,GANO
257,0,5,3,4,1,1,1,1,1,1,0,1,2,1,0,3,0,0,1,1,5,72,82,79,75,86,388,GANO
260,0,4,2,2,1,1,0,1,1,1,0,0,2,2,4,1,0,0,1,2,1,55,50,55,49,62,265,GANO
262,0,3,2,2,1,0,1,1,1,0,1,0,1,1,0,3,0,0,1,2,1,66,64,63,67,63,324,GANO
263,0,3,3,5,1,1,1,1,1,1,0,1,3,1,0,3,0,0,2,2,5,55,56,54,58,67,283,GANO
264,0,5,2,3,1,1,1,1,1,1,0,1,3,2,4,3,0,1,1,2,1,71,71,69,62,78,345,GANO
266,0,3,5,6,1,1,1,1,1,1,0,1,2,1,0,2,0,0,1,2,1,38,27,35,31,31,163,REGULAR
267,0,5,3,4,1,1,1,1,1,1,0,1,3,0,0,2,0,0,1,1,5,67,80,67,63,83,352,GANO
268,0,5,2,2,1,1,1,1,1,1,0,1,2,0,1,2,0,1,1,2,5,50,62,58,53,100,296,GANO
270,0,6,2,3,1,1,1,1,1,1,0,1,3,2,0,1,0,0,1,1,5,56,68,62,55,77,308,GANO
272,0,4,2,3,1,0,1,1,0,1,0,0,0,1,4,3,0,0,1,2,1,63,62,71,66,70,329,GANO
273,0,4,2,3,1,1,1,1,1,1,1,1,2,1,0,3,0,0,1,2,1,73,72,72,68,77,358,GANO
274,0,3,2,3,1,1,1,1,1,1,0,1,1,1,4,1,0,0,1,2,1,70,78,70,70,78,362,GANO
275,0,4,2,3,1,1,1,1,1,1,0,1,1,2,4,2,0,0,1,2,5,60,69,67,57,73,320,GANO
276,0,4,2,2,1,1,1,1,1,1,0,1,2,1,1,0,0,0,1,2,5,63,63,58,66,58,311,GANO
277,0,4,2,4,1,1,1,1,1,1,0,1,2,1,0,0,0,0,1,2,5,62,53,52,53,63,278,GANO
278,0,3,2,3,1,1,1,1,1,1,0,1,2,1,4,3,0,0,1,2,1,65,64,62,60,66,315,GANO
279,0,4,2,3,1,1,1,1,1,1,0,0,1,1,0,2,0,0,1,2,5,61,65,64,63,73,320,GANO
280,0,3,3,3,1,1,1,1,1,0,0,0,2,0,0,3,0,0,3,2,1,59,61,58,60,78,305,GANO
281,0,6,2,5,1,1,1,1,1,1,0,1,2,1,4,4,0,1,1,2,5,59,57,56,56,83,295,GANO
282,0,6,3,4,1,1,1,1,1,1,0,1,2,1,1,1,0,1,1,2,5,62,67,61,55,82,314,GANO
283,0,5,1,2,1,1,1,1,1,1,0,1,2,1,0,2,0,0,1,2,5,57,54,49,48,70,267,GANO
284,0,6,3,4,1,1,1,1,1,1,0,1,2,2,0,1,0,1,1,2,5,74,74,64,73,82,360,GANO
285,0,6,3,3,1,1,1,1,1,1,0,1,3,1,1,3,0,1,1,2,5,65,68,64,61,79,328,GANO
286,0,5,2,4,1,1,1,1,1,1,0,0,3,0,0,1,0,0,1,2,5,70,55,65,75,71,333,GANO
287,0,3,2,2,1,1,1,1,0,0,0,0,1,1,0,2,0,0,3,2,5,64,54,50,52,57,276,GANO
288,0,3,2,3,1,1,1,1,0,1,0,1,0,2,4,3,0,0,2,2,1,58,51,57,51,66,276,GANO
289,0,2,2,2,1,1,1,1,1,1,0,0,2,0,1,2,0,0,2,2,0,76,66,68,79,86,367,GANO
290,0,3,2,3,1,1,1,1,1,1,0,1,1,1,1,3,0,0,2,2,1,64,66,64,60,73,321,GANO
291,0,5,3,4,1,1,1,1,1,1,0,1,1,1,1,2,0,1,1,2,5,60,63,54,57,75,299,GANO
294,0,4,2,3,1,1,1,1,1,1,0,1,2,1,0,3,0,0,1,1,5,59,54,53,49,67,274,GANO
295,0,5,1,2,1,1,1,1,1,1,0,0,2,0,0,1,0,1,1,2,5,70,68,64,68,88,345,GANO
296,0,6,3,5,1,1,1,1,1,1,0,1,3,1,1,3,0,0,1,2,5,72,72,64,63,84,345,GANO
297,0,3,2,2,1,1,1,1,1,0,0,0,3,1,2,3,0,0,1,2,1,72,73,72,75,86,370,GANO
298,0,2,2,3,1,1,1,1,1,1,1,1,0,1,0,1,0,0,3,2,1,72,62,70,70,74,345,GANO
299,0,6,2,3,1,1,1,1,1,1,0,1,2,1,1,2,0,1,1,2,5,75,71,67,59,85,347,GANO
301,0,4,1,2,1,1,1,1,1,1,0,1,2,1,2,3,0,0,1,1,5,75,62,67,66,86,345,GANO
303,0,6,2,4,1,1,1,1,1,1,1,1,2,0,1,3,0,1,1,2,5,67,72,71,81,82,367,GANO
304,0,6,2,3,1,1,1,1,1,1,0,1,3,2,1,3,0,1,1,2,5,71,79,76,66,85,370,GANO
305,0,4,2,3,1,1,1,1,1,1,1,1,2,2,4,3,0,0,1,2,2,49,41,46,43,45,224,REGULAR
306,0,4,3,4,1,1,1,1,1,1,0,1,1,1,4,3,0,1,1,2,5,61,63,57,51,82,299,GANO
307,0,4,2,3,1,1,1,1,1,1,0,1,2,1,0,2,0,0,1,1,5,68,67,70,71,85,351,GANO
308,0,3,2,3,1,1,1,1,1,1,1,1,0,1,4,2,0,0,3,2,1,68,67,60,65,57,322,GANO
309,0,3,1,2,1,1,1,1,1,1,1,1,2,2,4,3,0,0,3,2,1,50,64,61,48,78,287,GANO
310,0,2,2,3,1,1,0,1,0,0,1,1,0,1,0,2,0,0,3,2,1,55,41,51,58,55,258,GANO
311,0,5,2,3,1,1,1,1,1,1,0,1,1,2,0,3,0,0,1,1,5,57,38,33,62,71,247,REGULAR
312,0,6,2,3,1,1,1,1,1,1,0,1,2,2,0,3,0,1,1,2,5,72,72,66,72,82,357,GANO
313,0,6,2,2,1,1,1,1,1,1,0,0,3,1,1,3,0,1,1,2,5,75,83,76,79,87,395,GANO
314,0,6,2,4,1,1,1,1,1,1,0,1,3,2,2,3,0,1,1,2,5,76,74,74,76,80,377,GANO
315,0,5,3,4,1,1,1,1,1,1,0,1,3,2,0,2,0,1,1,2,5,76,68,68,74,100,368,GANO
316,0,4,3,3,1,1,1,1,1,1,0,0,2,1,0,2,0,1,1,1,5,62,64,59,60,81,314,GANO
317,0,6,2,3,1,1,1,1,1,1,0,1,2,1,0,3,0,1,1,1,5,60,69,58,55,84,312,GANO
318,0,6,2,3,1,1,1,1,1,1,0,1,2,1,0,2,0,1,1,2,5,74,74,68,74,81,366,GANO
319,0,4,2,2,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,5,64,67,62,63,84,328,GANO
320,0,6,2,3,1,1,1,1,1,1,0,1,3,1,2,3,0,1,1,2,5,73,79,71,66,85,366,GANO
321,0,4,2,2,1,1,1,1,1,1,0,0,2,0,0,3,0,0,1,2,5,66,64,71,67,67,335,GANO
322,0,5,2,3,1,1,1,1,1,1,0,1,1,1,3,1,0,0,1,2,5,53,52,53,48,55,259,GANO
323,0,3,3,3,1,1,1,1,1,1,0,1,2,1,0,1,0,0,1,2,5,58,58,58,44,50,271,GANO
324,0,4,2,3,1,1,1,1,1,0,0,1,2,2,2,3,0,0,1,2,5,71,75,69,58,68,341,GANO
325,0,4,2,3,1,1,1,1,1,1,0,1,1,0,0,3,0,0,1,2,5,63,64,56,58,72,306,GANO
326,0,3,2,2,1,1,1,1,1,1,0,1,3,2,4,2,0,0,1,2,5,66,63,61,64,72,321,GANO
327,0,4,2,2,1,1,1,1,1,1,0,1,0,2,0,3,0,0,1,2,5,58,53,52,55,63,276,GANO
328,0,3,2,3,1,1,1,1,1,1,1,1,1,2,4,3,0,0,1,2,1,69,66,64,64,80,334,GANO
329,0,3,3,3,1,1,0,1,0,0,0,0,2,0,2,2,0,0,2,2,5,63,71,65,67,60,330,GANO
330,0,2,3,4,1,1,1,1,1,1,0,0,1,1,0,2,0,0,2,2,1,71,67,72,74,82,359,GANO
332,0,5,2,2,1,1,1,1,1,1,0,1,2,1,4,3,0,1,1,2,1,79,100,73,77,100,418,GANO
333,0,5,2,4,1,1,1,1,1,1,0,1,2,1,1,3,0,1,1,2,1,69,71,65,69,75,345,GANO
334,0,4,2,3,1,1,1,1,1,1,0,1,1,1,0,2,0,1,1,2,1,100,82,78,71,85,415,GANO
335,0,5,2,4,1,1,1,1,1,1,0,0,3,2,0,3,0,1,1,2,1,58,71,59,61,73,315,GANO
336,0,4,3,3,1,1,1,1,1,1,0,1,2,1,1,3,0,1,1,2,1,79,83,74,82,100,405,GANO
339,0,3,2,3,1,1,1,1,1,1,0,1,3,1,3,3,0,0,1,2,1,71,76,70,81,83,376,GANO
341,0,4,2,2,1,1,1,1,1,1,0,1,1,1,0,2,0,0,1,2,1,61,62,65,65,54,313,GANO
342,0,2,3,4,1,1,1,1,1,0,0,0,1,1,2,1,0,0,3,2,1,68,70,70,73,64,349,GANO
343,0,3,2,4,1,1,1,1,1,1,0,0,2,2,0,1,0,0,3,2,1,63,67,54,64,64,311,GANO
344,0,3,2,2,0,0,1,1,1,0,0,0,3,1,2,2,0,0,1,2,1,73,69,71,80,78,368,GANO
345,0,1,1,2,1,0,1,0,1,1,0,0,0,0,0,3,0,0,1,2,5,70,64,70,68,76,343,GANO
346,0,5,2,2,1,1,1,1,1,1,0,1,2,2,0,2,0,0,1,2,5,59,70,64,60,73,320,GANO
349,0,2,1,2,1,0,0,1,1,0,0,0,0,1,0,3,0,0,2,2,4,38,47,40,47,41,214,REGULAR
350,0,4,2,3,1,0,1,1,1,1,0,1,0,1,0,3,0,0,3,2,1,58,64,53,31,54,258,GANO
351,0,3,2,4,1,1,1,1,1,0,0,0,2,1,1,1,0,0,1,2,1,57,59,52,51,47,271,GANO
352,0,1,3,4,1,1,1,1,1,1,0,0,2,1,0,2,0,0,1,2,1,64,68,62,68,64,327,GANO
353,0,5,3,5,1,1,1,1,1,1,0,0,3,1,1,2,0,1,1,2,5,71,62,60,61,77,323,GANO
354,0,5,2,3,1,1,1,1,1,1,0,1,2,1,0,3,0,1,1,2,5,66,61,58,55,80,308,GANO
355,0,4,2,3,1,1,1,1,1,1,0,1,3,0,0,2,0,1,1,2,5,74,69,66,65,85,349,GANO
356,0,6,2,4,1,1,1,1,1,1,0,1,3,1,4,2,0,1,1,2,5,62,55,38,47,78,263,GANO
357,0,6,3,4,1,1,1,1,1,1,0,1,2,2,0,2,0,1,1,2,5,50,48,51,36,68,240,REGULAR
358,1,6,5,1,0,0,1,0,0,1,1,0,3,2,1,4,1,0,1,2,3,34,28,39,35,38,172,REGULAR
359,0,4,2,3,1,0,1,1,1,1,0,0,3,1,0,2,0,1,1,2,5,65,70,65,61,80,332,GANO
360,0,5,2,2,1,1,1,1,1,1,0,0,2,0,1,1,0,0,1,1,5,67,58,59,61,82,314,GANO
361,0,4,1,2,1,1,1,1,1,0,0,1,2,0,1,2,0,0,1,1,5,73,71,71,66,77,354,GANO
362,0,4,3,5,1,1,1,1,1,1,0,1,2,1,1,2,0,0,1,1,5,72,62,62,57,75,321,GANO
363,0,4,2,2,1,1,1,1,1,1,0,1,2,1,1,1,0,0,1,2,5,66,59,60,66,81,321,GANO
364,0,3,2,4,1,1,1,1,1,1,0,1,2,0,4,2,0,0,1,1,5,63,62,56,70,76,319,GANO
365,0,3,2,2,1,1,1,1,0,1,1,0,1,1,4,2,0,0,3,2,1,59,66,59,50,50,289,GANO
366,0,3,2,3,1,1,1,1,1,1,1,0,2,1,4,3,0,0,3,2,1,64,51,52,58,48,278,GANO
367,0,3,2,2,1,1,1,1,1,1,0,0,0,1,4,3,0,0,3,2,1,60,58,57,52,54,283,GANO
369,0,2,2,4,1,1,1,1,0,1,0,0,0,1,4,0,0,0,1,2,1,65,68,65,64,73,330,GANO
370,0,2,3,5,1,1,1,1,1,1,1,1,2,1,4,3,0,0,1,2,1,59,44,38,58,48,248,REGULAR
371,0,2,2,4,1,1,1,1,1,1,1,1,0,1,4,2,0,0,1,2,1,58,66,45,53,70,283,GANO
372,0,5,2,4,1,1,1,1,1,1,0,1,3,1,4,2,0,1,1,2,5,68,70,60,63,82,333,GANO
373,0,3,2,2,1,1,1,1,1,1,1,1,3,1,0,3,0,1,1,2,5,67,70,66,68,80,343,GANO
374,0,5,2,3,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,2,5,63,79,76,70,100,371,GANO
375,0,4,2,2,1,1,1,1,1,1,0,1,2,1,0,2,0,0,1,1,5,62,50,61,50,59,280,GANO
376,0,5,2,3,1,1,1,1,1,1,0,0,3,0,4,3,0,1,1,2,5,74,73,72,70,83,365,GANO
377,0,4,3,3,1,1,1,1,1,0,0,1,0,1,0,3,0,0,1,1,5,61,34,51,45,53,241,REGULAR
378,0,4,2,2,1,1,1,1,1,1,0,0,2,2,3,2,0,1,1,2,5,71,69,64,67,79,343,GANO
379,0,6,3,4,1,1,1,1,1,1,0,1,3,2,0,2,0,1,1,2,5,61,67,61,69,80,328,GANO
380,0,5,3,4,1,1,1,1,1,1,1,1,2,2,0,2,0,0,1,2,5,67,62,59,74,81,333,GANO
381,0,0,3,6,1,0,1,1,1,1,0,1,3,2,2,2,0,0,1,2,5,52,52,46,51,69,258,GANO
382,0,5,2,4,1,1,1,1,1,1,1,1,2,1,0,3,0,1,1,2,5,67,57,59,64,77,315,GANO
383,0,3,2,3,1,1,1,1,1,0,0,1,2,2,2,3,0,0,1,2,1,57,51,40,39,48,234,REGULAR
387,0,6,3,3,1,1,1,1,1,1,0,1,3,1,0,3,0,1,1,2,5,77,81,75,73,100,392,GANO
388,0,2,2,2,1,1,0,1,1,0,1,0,0,1,1,3,0,0,1,2,1,53,57,37,47,39,239,REGULAR
391,0,4,2,3,1,1,1,1,1,1,0,0,1,1,0,2,0,0,1,2,1,57,56,63,65,64,303,GANO
394,0,5,3,3,1,1,1,1,1,1,0,1,2,1,1,2,0,1,1,2,1,73,100,100,75,87,435,GANO
395,0,0,2,1,1,1,0,0,0,0,0,0,0,2,4,1,0,0,2,2,4,53,60,55,49,58,273,GANO
396,0,6,4,5,1,1,1,1,1,1,1,1,2,1,1,2,0,0,1,1,5,67,78,68,75,73,360,GANO
397,0,6,2,3,1,1,1,1,1,1,0,1,3,2,4,2,0,1,1,2,5,71,83,74,67,82,372,GANO
398,0,3,2,3,1,1,1,1,1,1,0,1,1,0,4,2,0,1,1,2,5,68,81,70,66,80,360,GANO
399,0,5,2,2,1,1,1,1,1,1,0,1,1,1,4,1,0,0,1,2,5,71,77,72,77,85,375,GANO
400,0,4,3,5,1,1,1,1,1,1,0,1,2,1,4,2,0,1,1,2,5,72,68,70,64,79,347,GANO
401,0,5,2,3,1,1,1,1,1,1,0,1,2,2,0,3,0,0,1,2,5,49,46,34,38,77,222,REGULAR
402,0,5,2,3,1,1,1,1,1,1,0,1,2,2,0,1,0,1,1,2,5,74,64,63,67,78,339,GANO
403,0,4,2,3,1,1,1,1,1,1,0,0,3,1,2,3,0,1,1,2,5,69,67,68,64,80,340,GANO
404,0,6,4,5,1,1,1,1,1,1,1,1,3,1,0,2,0,1,1,2,5,72,77,68,70,83,363,GANO
405,0,3,2,3,1,1,1,1,1,1,0,0,1,2,3,2,0,0,3,2,1,72,64,58,67,69,328,GANO
407,0,6,3,3,1,1,1,1,1,1,0,1,2,2,0,2,0,1,1,1,5,60,56,49,55,74,282,GANO
409,0,5,3,3,1,1,1,1,1,1,1,0,1,2,0,2,0,0,1,1,5,64,65,59,66,79,323,GANO
410,0,5,2,3,1,1,1,1,1,1,0,1,3,1,3,3,0,0,1,2,5,67,58,63,58,80,315,GANO
411,0,3,2,4,1,1,1,1,1,0,0,1,3,1,0,3,0,0,1,1,5,58,60,58,64,79,307,GANO
412,0,3,2,3,1,1,1,1,1,1,0,1,3,1,0,2,0,1,1,1,5,76,79,67,77,81,376,GANO
413,0,4,1,2,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,2,4,61,47,38,50,75,255,GANO
414,0,4,3,4,1,1,1,1,1,1,0,1,2,1,1,1,0,1,1,2,5,59,54,54,53,68,280,GANO
415,0,5,2,2,1,1,1,1,1,1,0,1,1,2,3,2,0,1,1,2,5,57,65,54,44,72,282,GANO
416,0,4,3,4,1,1,1,1,1,1,0,1,2,2,4,2,0,0,1,2,5,44,64,48,42,74,257,GANO
418,0,5,3,5,1,1,1,1,1,1,0,1,3,0,0,2,0,1,1,2,5,68,75,72,74,86,367,GANO
419,0,4,2,3,1,1,1,1,1,1,1,1,1,2,4,3,0,0,3,2,1,60,61,53,53,70,289,GANO
420,0,4,2,4,1,1,1,1,1,1,0,0,2,1,1,1,0,0,1,2,1,66,59,62,65,68,317,GANO
422,0,5,1,1,1,1,1,1,1,1,0,0,2,0,1,1,0,0,1,2,5,66,60,63,58,78,315,GANO
423,0,5,2,3,1,1,1,1,1,1,0,1,2,1,4,3,0,1,1,2,5,64,66,56,64,80,319,GANO
425,0,5,2,3,1,1,1,1,1,1,0,1,2,1,0,2,0,1,1,2,5,72,78,74,76,86,379,GANO
427,0,5,1,2,1,1,1,1,1,1,0,1,2,1,1,2,0,1,1,2,5,61,66,59,61,76,314,GANO
428,0,1,2,3,0,0,0,0,1,0,1,0,0,2,0,1,1,0,3,2,3,41,34,30,36,29,174,REGULAR
429,0,6,2,2,1,0,1,1,1,1,0,0,1,0,1,2,0,0,3,2,5,53,58,52,52,64,273,GANO
430,0,2,4,4,1,1,1,1,1,1,1,0,2,1,4,2,0,0,2,2,1,50,44,47,31,42,215,REGULAR
431,0,5,3,3,1,1,1,1,1,1,0,1,3,1,0,0,0,0,1,2,1,75,70,75,68,81,363,GANO
433,0,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,50,36,46,48,33,220,REGULAR
434,0,3,2,2,1,1,1,1,0,0,0,0,1,0,4,3,0,0,1,2,3,65,50,34,50,63,254,GANO
435,0,3,2,2,1,1,1,1,0,1,1,0,1,2,0,2,0,0,1,2,1,62,65,55,61,53,301,GANO
437,0,4,3,4,1,1,1,1,1,1,0,1,2,0,0,3,0,0,1,2,1,79,79,80,77,86,397,GANO
438,0,3,1,2,0,0,1,1,0,0,0,0,0,1,1,2,0,0,1,2,1,73,73,70,65,70,351,GANO
443,0,0,2,1,1,1,1,1,0,0,1,0,3,1,0,3,0,0,1,2,4,43,43,42,37,45,208,REGULAR
444,0,0,2,3,1,1,0,1,0,0,1,1,0,0,4,2,0,0,1,2,3,58,55,55,45,61,269,GANO
445,0,5,2,3,1,1,1,1,1,1,0,1,3,1,1,3,0,1,1,2,1,100,79,75,77,100,420,GANO
446,0,5,2,2,1,1,1,1,1,1,0,1,2,1,1,3,0,0,0,2,1,36,29,41,37,40,180,REGULAR
447,0,6,2,3,1,0,1,1,1,1,0,1,3,1,4,3,0,1,1,2,1,64,64,63,62,79,322,GANO
448,0,6,4,4,1,1,1,1,0,1,0,1,2,1,0,2,0,1,1,2,1,72,77,75,76,82,378,GANO
